fpr,tpr,threshold
0.0,0.0,1.9911516919406969
0.0,0.000984251968503937,0.9911516919406969
0.0,0.003937007874015748,0.9836096949522366
0.0016155088852988692,0.003937007874015748,0.9813526530247153
0.0016155088852988692,0.004921259842519685,0.97995360002768
0.006462035541195477,0.004921259842519685,0.9759108661596845
0.006462035541195477,0.006889763779527559,0.9751894351220088
0.008077544426494346,0.006889763779527559,0.9724172072627326
0.008077544426494346,0.010826771653543307,0.9680190552042363
0.009693053311793215,0.010826771653543307,0.9644726837763142
0.009693053311793215,0.014763779527559055,0.9622386487668604
0.011308562197092083,0.014763779527559055,0.9620468215446688
0.011308562197092083,0.02066929133858268,0.9557880918750942
0.012924071082390954,0.02066929133858268,0.9553291703253249
0.012924071082390954,0.028543307086614175,0.9487406869708834
0.014539579967689823,0.028543307086614175,0.9486929195364615
0.014539579967689823,0.03641732283464567,0.9429737244920475
0.01615508885298869,0.03641732283464567,0.9428984165656533
0.01615508885298869,0.038385826771653545,0.9428376836170357
0.017770597738287562,0.038385826771653545,0.9427919513615662
0.017770597738287562,0.04625984251968504,0.9376403453965149
0.01938610662358643,0.04625984251968504,0.937342701969229
0.01938610662358643,0.054133858267716536,0.9286728163840524
0.0210016155088853,0.054133858267716536,0.9282516810561486
0.0210016155088853,0.05708661417322835,0.9272641132290999
0.022617124394184167,0.05708661417322835,0.9262246805028086
0.022617124394184167,0.0688976377952756,0.9181983768078587
0.024232633279483037,0.0688976377952756,0.9180820853474536
0.024232633279483037,0.07874015748031496,0.9137314814457096
0.025848142164781908,0.07874015748031496,0.9129422495287147
0.025848142164781908,0.08169291338582677,0.9115576328056187
0.027463651050080775,0.08169291338582677,0.9113018445425817
0.027463651050080775,0.08267716535433071,0.9112485122226671
0.029079159935379646,0.08267716535433071,0.9094807432950207
0.029079159935379646,0.08858267716535433,0.90623794557966
0.030694668820678513,0.08858267716535433,0.9048511251268014
0.030694668820678513,0.09448818897637795,0.9038883920459424
0.03231017770597738,0.09448818897637795,0.9038641732702952
0.03231017770597738,0.09940944881889764,0.9028475739810853
0.033925686591276254,0.09940944881889764,0.9027112245347823
0.033925686591276254,0.10334645669291338,0.9016947961883753
0.035541195476575124,0.10334645669291338,0.9003708549025264
0.035541195476575124,0.10925196850393701,0.8968463250642229
0.03715670436187399,0.10925196850393701,0.8962054833676389
0.03715670436187399,0.1141732283464567,0.8947977210029873
0.04038772213247173,0.1141732283464567,0.8932020899625543
0.04038772213247173,0.1171259842519685,0.8920589123110939
0.0420032310177706,0.1171259842519685,0.8918633528117291
0.0420032310177706,0.12007874015748031,0.8879126395341481
0.04361873990306947,0.12007874015748031,0.8877303984858242
0.04361873990306947,0.12401574803149606,0.8851162659857922
0.045234248788368334,0.12401574803149606,0.8850190626932972
0.045234248788368334,0.1309055118110236,0.8826995958259587
0.046849757673667204,0.1309055118110236,0.8820652338596772
0.046849757673667204,0.13582677165354332,0.8781363486926502
0.048465266558966075,0.13582677165354332,0.8781270871728872
0.048465266558966075,0.1437007874015748,0.8745323443200363
0.050080775444264945,0.1437007874015748,0.8741009744533959
0.050080775444264945,0.14468503937007873,0.8736741142739497
0.05331179321486268,0.14468503937007873,0.8728029761743626
0.05331179321486268,0.14566929133858267,0.8709572761001052
0.05492730210016155,0.14566929133858267,0.8708835052451736
0.05492730210016155,0.1466535433070866,0.8706389663767107
0.05654281098546042,0.1466535433070866,0.8702703194895024
0.05654281098546042,0.1486220472440945,0.8688177575164903
0.05815831987075929,0.1486220472440945,0.8686316067166249
0.05815831987075929,0.14960629921259844,0.8680054879575613
0.05977382875605816,0.14960629921259844,0.867277478502048
0.05977382875605816,0.15649606299212598,0.8653448655671669
0.0630048465266559,0.15649606299212598,0.8645193202280522
0.0630048465266559,0.15748031496062992,0.8644442939305569
0.06462035541195477,0.15748031496062992,0.8642493077656626
0.06462035541195477,0.16141732283464566,0.860669193257
0.06623586429725363,0.16141732283464566,0.860105617242682
0.06623586429725363,0.1624015748031496,0.8597547783944206
0.06785137318255251,0.1624015748031496,0.859743951702163
0.06785137318255251,0.17618110236220472,0.8557443390355007
0.06946688206785137,0.17618110236220472,0.855714716554472
0.06946688206785137,0.18996062992125984,0.8486679172176536
0.07108239095315025,0.18996062992125984,0.8481606199829536
0.07108239095315025,0.19094488188976377,0.8481415480381947
0.07269789983844911,0.19094488188976377,0.8475040061946499
0.07269789983844911,0.19291338582677164,0.8466801444299519
0.07592891760904685,0.19291338582677164,0.8460556193394572
0.07592891760904685,0.19389763779527558,0.8457680796505317
0.07754442649434572,0.19389763779527558,0.8454676222281933
0.07754442649434572,0.19488188976377951,0.8451427824428058
0.08077544426494346,0.19488188976377951,0.8440665690332869
0.08077544426494346,0.19980314960629922,0.8403894314356449
0.08239095315024232,0.19980314960629922,0.8403714617028014
0.08239095315024232,0.20078740157480315,0.8400727881521518
0.0840064620355412,0.20078740157480315,0.8397498664418546
0.0840064620355412,0.20669291338582677,0.8384766598884853
0.08562197092084006,0.20669291338582677,0.8380111070649231
0.08562197092084006,0.21161417322834647,0.83655144185674
0.08723747980613894,0.21161417322834647,0.8365128355926849
0.08723747980613894,0.2204724409448819,0.8331547591866859
0.0888529886914378,0.2204724409448819,0.8330404518944267
0.0888529886914378,0.2263779527559055,0.831185643763083
0.09046849757673667,0.2263779527559055,0.8308784784918759
0.09046849757673667,0.23326771653543307,0.82887695231103
0.09208400646203554,0.23326771653543307,0.8287950535009466
0.09208400646203554,0.234251968503937,0.8256495127474777
0.09369951534733441,0.234251968503937,0.825576345971537
0.09369951534733441,0.2440944881889764,0.8211484027304398
0.09531502423263329,0.2440944881889764,0.8210099407537647
0.09531502423263329,0.24507874015748032,0.8210093645228222
0.09854604200323101,0.24507874015748032,0.8209448692090103
0.09854604200323101,0.25393700787401574,0.8160097346133346
0.1050080775444265,0.25393700787401574,0.8153177278390304
0.1050080775444265,0.2608267716535433,0.8111531042748404
0.10662358642972536,0.2608267716535433,0.810719334572409
0.10662358642972536,0.26279527559055116,0.809769039869862
0.10823909531502424,0.26279527559055116,0.8090498226156383
0.10823909531502424,0.265748031496063,0.8084151535645082
0.1098546042003231,0.265748031496063,0.8083984398125008
0.1098546042003231,0.26968503937007876,0.8059946091256961
0.11147011308562198,0.26968503937007876,0.8051939511173178
0.11147011308562198,0.2706692913385827,0.8038579433246982
0.1147011308562197,0.2706692913385827,0.8034080797894053
0.1147011308562197,0.27263779527559057,0.8033463566559854
0.11793214862681745,0.27263779527559057,0.8030340433907812
0.11793214862681745,0.2765748031496063,0.8003002241451103
0.11954765751211632,0.2765748031496063,0.8001933908999892
0.11954765751211632,0.28051181102362205,0.799123412864302
0.12277867528271405,0.28051181102362205,0.7981337074057006
0.12277867528271405,0.28346456692913385,0.7967544932748094
0.12439418416801293,0.28346456692913385,0.7964383620573241
0.12439418416801293,0.2844488188976378,0.7963368668645364
0.1260096930533118,0.2844488188976378,0.7961339001601246
0.1260096930533118,0.29133858267716534,0.7936430601941955
0.12924071082390953,0.29133858267716534,0.7931723606426289
0.12924071082390953,0.29232283464566927,0.7929401796759219
0.13247172859450726,0.29232283464566927,0.7927787087463423
0.13247172859450726,0.29429133858267714,0.7917887241071463
0.13408723747980614,0.29429133858267714,0.7913726867411397
0.13408723747980614,0.297244094488189,0.7899391902746633
0.13731825525040386,0.297244094488189,0.7894324235216318
0.13731825525040386,0.2992125984251969,0.7888040483215412
0.14054927302100162,0.2992125984251969,0.7883208251206946
0.14054927302100162,0.3051181102362205,0.7862841848881703
0.1421647819063005,0.3051181102362205,0.7860436533681311
0.1421647819063005,0.3080708661417323,0.7846937624186451
0.1470113085621971,0.3080708661417323,0.7831404948301075
0.1470113085621971,0.3110236220472441,0.782418038411977
0.14862681744749595,0.3110236220472441,0.7822984494277052
0.14862681744749595,0.32086614173228345,0.7781450897690922
0.15024232633279483,0.32086614173228345,0.7775053279138685
0.15024232633279483,0.3257874015748031,0.7751539229569131
0.1518578352180937,0.3257874015748031,0.7748757799596204
0.1518578352180937,0.33267716535433073,0.772280900926801
0.15347334410339256,0.33267716535433073,0.7711924964980543
0.15347334410339256,0.3375984251968504,0.7703490521241687
0.15508885298869143,0.3375984251968504,0.7700956711074268
0.15508885298869143,0.343503937007874,0.7682465750327456
0.1567043618739903,0.343503937007874,0.7676597859209604
0.1567043618739903,0.3464566929133858,0.7671009645774989
0.1583198707592892,0.3464566929133858,0.7662574061230554
0.1583198707592892,0.3494094488188976,0.7650350655718653
0.15993537964458804,0.3494094488188976,0.7647336502236144
0.15993537964458804,0.35236220472440943,0.7626954047040103
0.16478190630048464,0.35236220472440943,0.7624398463850743
0.16478190630048464,0.3543307086614173,0.7620159063445231
0.16639741518578352,0.3543307086614173,0.7616517849457645
0.16639741518578352,0.36023622047244097,0.7602045011577524
0.1680129240710824,0.36023622047244097,0.7592516091522995
0.1680129240710824,0.3612204724409449,0.7579395085774937
0.16962843295638125,0.3612204724409449,0.7571632482701267
0.16962843295638125,0.36220472440944884,0.756142238978312
0.17124394184168013,0.36220472440944884,0.7556155415854252
0.17124394184168013,0.3631889763779528,0.7555908816614325
0.17447495961227788,0.3631889763779528,0.7553411371709066
0.17447495961227788,0.36811023622047245,0.7527507065770777
0.17609046849757673,0.36811023622047245,0.7527443776992944
0.17609046849757673,0.37106299212598426,0.7505688483404291
0.1777059773828756,0.37106299212598426,0.7502089149779501
0.1777059773828756,0.37401574803149606,0.7489490187101899
0.17932148626817448,0.37401574803149606,0.7487937906031242
0.17932148626817448,0.3809055118110236,0.7475125955861255
0.18093699515347333,0.3809055118110236,0.7471891955796098
0.18093699515347333,0.38188976377952755,0.7469643986794524
0.1841680129240711,0.38188976377952755,0.7460673932383992
0.1841680129240711,0.3828740157480315,0.7459229753956063
0.1890145395799677,0.3828740157480315,0.7441772537313611
0.1890145395799677,0.38484251968503935,0.7437337195656347
0.19063004846526657,0.38484251968503935,0.7436883883430174
0.19063004846526657,0.3868110236220472,0.743126405865839
0.1938610662358643,0.3868110236220472,0.7425849067072977
0.1938610662358643,0.38976377952755903,0.741784954018105
0.19547657512116318,0.38976377952755903,0.7414802194541451
0.19547657512116318,0.390748031496063,0.7412786807502848
0.19709208400646203,0.390748031496063,0.7406831412383328
0.19709208400646203,0.39468503937007876,0.7394838584937183
0.20193861066235863,0.39468503937007876,0.7376029817134354
0.20193861066235863,0.3956692913385827,0.7374242785725423
0.20516962843295639,0.3956692913385827,0.7372841551914644
0.20516962843295639,0.39960629921259844,0.7352128589476201
0.20678513731825526,0.39960629921259844,0.7352123470808343
0.20678513731825526,0.4035433070866142,0.7342039467010937
0.2084006462035541,0.4035433070866142,0.7341785568154715
0.2084006462035541,0.4074803149606299,0.7318722005076305
0.210016155088853,0.4074803149606299,0.7317467703368199
0.210016155088853,0.4104330708661417,0.7312055450788203
0.21324717285945072,0.4104330708661417,0.7305977834685917
0.21324717285945072,0.41338582677165353,0.729005552395275
0.21647819063004847,0.41338582677165353,0.727682966500957
0.21647819063004847,0.4153543307086614,0.7273024496840983
0.2197092084006462,0.4153543307086614,0.7270285768177306
0.2197092084006462,0.41633858267716534,0.726993645491245
0.2245557350565428,0.41633858267716534,0.7258369710505901
0.2245557350565428,0.4183070866141732,0.7255377089064494
0.22617124394184168,0.4183070866141732,0.7240133279797534
0.22617124394184168,0.421259842519685,0.7231545223842948
0.22778675282714056,0.421259842519685,0.7228972093737498
0.22778675282714056,0.4271653543307087,0.7215421073398932
0.2294022617124394,0.4271653543307087,0.7212682064006622
0.2294022617124394,0.4311023622047244,0.7206261368045772
0.2310177705977383,0.4311023622047244,0.7205186320150678
0.2310177705977383,0.43503937007874016,0.7193522644565882
0.23263327948303716,0.43503937007874016,0.7193443793805379
