fpr,tpr,threshold
0.0,0.0,1.953764
0.0,0.000984251968503937,0.95376396
0.0,0.006889763779527559,0.89087534
0.0016155088852988692,0.006889763779527559,0.8874326
0.0016155088852988692,0.008858267716535433,0.88059694
0.0032310177705977385,0.008858267716535433,0.86998063
0.0032310177705977385,0.017716535433070866,0.85943496
0.004846526655896607,0.017716535433070866,0.85857487
0.004846526655896607,0.02066929133858268,0.85149574
0.006462035541195477,0.02066929133858268,0.8513915
0.006462035541195477,0.024606299212598427,0.83988327
0.008077544426494346,0.024606299212598427,0.83975244
0.008077544426494346,0.0265748031496063,0.83494955
0.009693053311793215,0.0265748031496063,0.83492994
0.009693053311793215,0.027559055118110236,0.8335544
0.011308562197092083,0.027559055118110236,0.8328949
0.011308562197092083,0.02952755905511811,0.8301757
0.012924071082390954,0.02952755905511811,0.8301419
0.012924071082390954,0.03740157480314961,0.82306415
0.014539579967689823,0.03740157480314961,0.82225823
0.014539579967689823,0.038385826771653545,0.82207036
0.01615508885298869,0.038385826771653545,0.82147
0.01615508885298869,0.04330708661417323,0.81786025
0.017770597738287562,0.04330708661417323,0.8172692
0.017770597738287562,0.047244094488188976,0.8134772
0.01938610662358643,0.047244094488188976,0.8133762
0.01938610662358643,0.0531496062992126,0.8109887
0.0210016155088853,0.0531496062992126,0.8104726
0.0210016155088853,0.05511811023622047,0.80917484
0.022617124394184167,0.05511811023622047,0.8089131
0.022617124394184167,0.05708661417322835,0.80819356
0.025848142164781908,0.05708661417322835,0.80665594
0.025848142164781908,0.0610236220472441,0.80224645
0.029079159935379646,0.0610236220472441,0.80089045
0.029079159935379646,0.06594488188976377,0.7949367
0.030694668820678513,0.06594488188976377,0.79447365
0.030694668820678513,0.07086614173228346,0.79175955
0.033925686591276254,0.07086614173228346,0.7906726
0.033925686591276254,0.07381889763779527,0.7893679
0.03877221324717286,0.07381889763779527,0.7883439
0.03877221324717286,0.07677165354330709,0.7870883
0.04038772213247173,0.07677165354330709,0.7866731
0.04038772213247173,0.07775590551181102,0.78655946
0.0420032310177706,0.07775590551181102,0.78610754
0.0420032310177706,0.08169291338582677,0.78453094
0.04361873990306947,0.08169291338582677,0.78415895
0.04361873990306947,0.08858267716535433,0.7805316
0.045234248788368334,0.08858267716535433,0.78049064
0.045234248788368334,0.09251968503937008,0.77971345
0.046849757673667204,0.09251968503937008,0.7797034
0.046849757673667204,0.09350393700787402,0.77956927
0.048465266558966075,0.09350393700787402,0.7794351
0.048465266558966075,0.09448818897637795,0.7792598
0.05331179321486268,0.09448818897637795,0.7775281
0.05331179321486268,0.09547244094488189,0.7773665
0.05492730210016155,0.09547244094488189,0.7766673
0.05492730210016155,0.0984251968503937,0.77606493
0.05815831987075929,0.0984251968503937,0.77384067
0.05815831987075929,0.10137795275590551,0.77246
0.061389337641357025,0.10137795275590551,0.7715039
0.061389337641357025,0.10531496062992125,0.7708983
0.0630048465266559,0.10531496062992125,0.7704981
0.0630048465266559,0.11122047244094488,0.768019
0.06623586429725363,0.11122047244094488,0.7678369
0.06623586429725363,0.11220472440944881,0.7673933
0.06785137318255251,0.11220472440944881,0.76729393
0.06785137318255251,0.11515748031496063,0.76696193
0.07269789983844911,0.11515748031496063,0.76641494
0.07269789983844911,0.1171259842519685,0.76600796
0.07431340872374798,0.1171259842519685,0.76585674
0.07431340872374798,0.12401574803149606,0.7633531
0.0791599353796446,0.12401574803149606,0.76129156
0.0791599353796446,0.12598425196850394,0.7603119
0.08239095315024232,0.12598425196850394,0.75999945
0.08239095315024232,0.12893700787401574,0.75846213
0.0840064620355412,0.12893700787401574,0.75839835
0.0840064620355412,0.12992125984251968,0.75785655
0.08723747980613894,0.12992125984251968,0.7573614
0.08723747980613894,0.13188976377952755,0.75685006
0.0888529886914378,0.13188976377952755,0.7564816
0.0888529886914378,0.14173228346456693,0.75305057
0.09046849757673667,0.14173228346456693,0.7527747
0.09046849757673667,0.14271653543307086,0.75267935
0.09208400646203554,0.14271653543307086,0.75263953
0.09208400646203554,0.1437007874015748,0.75254434
0.09531502423263329,0.1437007874015748,0.75192815
0.09531502423263329,0.1486220472440945,0.751028
0.09854604200323101,0.1486220472440945,0.75079006
0.09854604200323101,0.1545275590551181,0.7488573
0.10016155088852989,0.1545275590551181,0.7486736
0.10016155088852989,0.15748031496062992,0.7479999
0.10177705977382875,0.15748031496062992,0.7479317
0.10177705977382875,0.1624015748031496,0.74646026
0.10339256865912763,0.1624015748031496,0.7455645
0.10339256865912763,0.1702755905511811,0.74418736
0.1050080775444265,0.1702755905511811,0.74379927
0.1050080775444265,0.17224409448818898,0.7436595
0.10662358642972536,0.17224409448818898,0.743079
0.10662358642972536,0.17519685039370078,0.7427556
0.11147011308562198,0.17519685039370078,0.7416311
0.11147011308562198,0.18208661417322836,0.7391329
0.1147011308562197,0.18208661417322836,0.73846763
0.1147011308562197,0.18405511811023623,0.7383081
0.11631663974151858,0.18405511811023623,0.73811114
0.11631663974151858,0.18503937007874016,0.73779064
0.11954765751211632,0.18503937007874016,0.73753226
0.11954765751211632,0.18996062992125984,0.7359712
0.12116316639741519,0.18996062992125984,0.7347184
0.12116316639741519,0.19389763779527558,0.7336052
0.12439418416801293,0.19389763779527558,0.7328835
0.12439418416801293,0.1968503937007874,0.7321907
0.1260096930533118,0.1968503937007874,0.7319483
0.1260096930533118,0.2047244094488189,0.73039365
0.12762520193861066,0.2047244094488189,0.7303187
0.12762520193861066,0.20570866141732283,0.73023933
0.12924071082390953,0.20570866141732283,0.7294093
0.12924071082390953,0.20964566929133857,0.72855824
0.1308562197092084,0.20964566929133857,0.72855705
0.1308562197092084,0.2106299212598425,0.7282408
0.13408723747980614,0.2106299212598425,0.7266114
0.13408723747980614,0.2155511811023622,0.7256694
0.13570274636510501,0.2155511811023622,0.7254346
0.13570274636510501,0.21751968503937008,0.7241183
0.13731825525040386,0.21751968503937008,0.72377723
0.13731825525040386,0.22145669291338582,0.72181267
