fpr,tpr,threshold
0.0,0.0,1.9774177
0.0,0.000984251968503937,0.97741765
0.0,0.018700787401574805,0.96509606
0.0016155088852988692,0.018700787401574805,0.9650746
0.0016155088852988692,0.03051181102362205,0.9619029
0.0032310177705977385,0.03051181102362205,0.9618377
0.0032310177705977385,0.045275590551181105,0.95899516
0.004846526655896607,0.045275590551181105,0.95878977
0.004846526655896607,0.0531496062992126,0.9578383
0.006462035541195477,0.0531496062992126,0.9577626
0.006462035541195477,0.05905511811023622,0.95632344
0.008077544426494346,0.05905511811023622,0.9561888
0.008077544426494346,0.06200787401574803,0.95558244
0.009693053311793215,0.06200787401574803,0.95555925
0.009693053311793215,0.07480314960629922,0.9526765
0.012924071082390954,0.07480314960629922,0.952313
0.012924071082390954,0.07874015748031496,0.9516856
0.014539579967689823,0.07874015748031496,0.95135975
0.014539579967689823,0.08759842519685039,0.9493597
0.01615508885298869,0.08759842519685039,0.9491132
0.01615508885298869,0.09645669291338582,0.948038
0.017770597738287562,0.09645669291338582,0.9480166
0.017770597738287562,0.10236220472440945,0.9470844
0.01938610662358643,0.10236220472440945,0.9470727
0.01938610662358643,0.10728346456692914,0.9458278
0.0210016155088853,0.10728346456692914,0.9458268
0.0210016155088853,0.11909448818897637,0.9439295
0.024232633279483037,0.11909448818897637,0.94376904
0.024232633279483037,0.12401574803149606,0.94278854
0.025848142164781908,0.12401574803149606,0.94270724
0.025848142164781908,0.1328740157480315,0.94092566
0.027463651050080775,0.1328740157480315,0.94062316
0.027463651050080775,0.1377952755905512,0.93969494
0.029079159935379646,0.1377952755905512,0.93921435
0.029079159935379646,0.13877952755905512,0.9390643
0.03231017770597738,0.13877952755905512,0.9385207
0.03231017770597738,0.1437007874015748,0.93707216
0.033925686591276254,0.1437007874015748,0.9369494
0.033925686591276254,0.1466535433070866,0.936178
0.035541195476575124,0.1466535433070866,0.93607074
0.035541195476575124,0.15649606299212598,0.93486124
0.03715670436187399,0.15649606299212598,0.9348281
0.03715670436187399,0.1624015748031496,0.93420905
0.03877221324717286,0.1624015748031496,0.9340711
0.03877221324717286,0.17224409448818898,0.9325747
0.04038772213247173,0.17224409448818898,0.9320578
0.04038772213247173,0.18110236220472442,0.9305045
0.0420032310177706,0.18110236220472442,0.93048596
0.0420032310177706,0.18503937007874016,0.9298947
0.04361873990306947,0.18503937007874016,0.92965347
0.04361873990306947,0.19881889763779528,0.9268021
0.045234248788368334,0.19881889763779528,0.9261601
0.045234248788368334,0.21358267716535434,0.9228934
0.046849757673667204,0.21358267716535434,0.9228506
0.046849757673667204,0.2155511811023622,0.9220516
0.048465266558966075,0.2155511811023622,0.9220419
0.048465266558966075,0.22145669291338582,0.9204255
0.050080775444264945,0.22145669291338582,0.9200587
0.050080775444264945,0.23031496062992127,0.9188642
0.051696284329563816,0.23031496062992127,0.9185824
0.051696284329563816,0.23523622047244094,0.9176175
0.05331179321486268,0.23523622047244094,0.91754514
0.05331179321486268,0.2440944881889764,0.9144058
0.05654281098546042,0.2440944881889764,0.9139284
0.05654281098546042,0.2706692913385827,0.9078509
0.061389337641357025,0.2706692913385827,0.9074908
0.061389337641357025,0.2755905511811024,0.90729773
0.06462035541195477,0.2755905511811024,0.9069238
0.06462035541195477,0.2795275590551181,0.9062512
